Date,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
2017-07-20,2265.51,2938.0,2265.51,2875.03,30989.8911253,80388738.2266,2594.03099874
2017-07-19,2308.82,2402.5,2223.0,2265.21,17009.8834959,39248446.8642,2307.3906928
2017-07-18,2226.0,2392.0,2164.0,2303.71,25204.4896025,57683997.0658,2288.63976123
2017-07-17,1917.72,2229.97,1910.57,2226.0,26448.5014025,55057438.3526,2081.68461096
2017-07-16,1970.51,2044.44,1830.0,1917.63,25562.7056446,49010482.2342,1917.26505463
2017-07-15,2209.44,2219.99,1967.65,1970.51,19886.6795232,40927009.3695,2058.01120905
2017-07-14,2340.0,2357.84,2140.0,2213.37,12659.0170436,28326253.1148,2237.63448752
2017-07-13,2383.97,2425.16,2312.93,2339.99,8429.85040306,19957908.676,2367.52821482
2017-07-12,2301.55,2408.84,2239.54,2388.0,12883.5549381,30256255.5717,2348.43998548
2017-07-11,2326.12,2399.0,2242.62,2305.98,17580.9616353,41145883.9417,2340.36594785
2017-07-10,2504.0,2527.88,2261.85,2323.45,17296.3404527,41650843.7716,2408.07261429
2017-07-09,2550.13,2564.65,2500.5,2502.28,4483.14413363,11362427.9698,2534.47750755
2017-07-08,2501.46,2555.0,2462.0,2550.07,5405.89088691,13584489.5168,2512.90486637
2017-07-07,2599.01,2605.0,2475.0,2501.46,9430.6154578,23870564.3605,2531.17778658
2017-07-06,2598.37,2614.0,2522.0,2600.39,8333.98094907,21529601.7109,2583.35144302
2017-07-05,2594.52,2623.0,2530.1,2602.9,10882.8390107,27950344.701,2568.29533851
2017-07-04,2540.07,2639.47,2540.07,2596.12,9662.75941445,25107482.8802,2598.37607492
2017-07-03,2504.81,2595.0,2472.68,2550.47,11520.707308,29213705.7379,2535.75626538
2017-07-02,2421.3,2528.72,2374.34,2504.37,8744.53441127,21386273.6839,2445.67322605
2017-07-01,2465.48,2517.11,2390.0,2412.41,8885.89349655,21750491.237,2447.75511269
2017-06-30,2538.41,2564.58,2451.0,2465.49,8715.71676156,21948643.0308,2518.28319245
2017-06-29,2550.99,2594.78,2500.31,2541.59,8125.37763725,20771078.3353,2556.32159668
2017-06-28,2565.0,2593.0,2468.01,2559.9,12274.5453035,31106035.7674,2534.19047291
2017-06-27,2421.21,2565.0,2291.0,2565.0,19129.5965076,45774590.046,2392.86751437
2017-06-26,2502.26,2550.03,2315.01,2421.22,22094.2115107,54096000.6527,2448.42413256
2017-06-25,2557.66,2635.72,2432.0,2502.03,10339.5743741,26249953.8896,2538.78476422
2017-06-24,2685.05,2724.96,2512.13,2557.66,13342.8178558,34944802.7273,2618.9972092
2017-06-23,2713.48,2745.0,2657.46,2685.05,8232.48064925,22348019.565,2714.61549892
2017-06-22,2658.67,2740.0,2594.61,2713.48,10792.7876464,28955845.8582,2682.88849988
2017-06-21,2734.03,2789.0,2611.0,2657.04,15676.3235263,42304860.3098,2698.64679936
2017-06-20,2598.0,2783.0,2581.0,2740.0,15891.6994882,42538164.7421,2676.75365834
2017-06-19,2516.98,2598.0,2480.96,2598.0,10570.672525,27011860.5064,2555.35874775
2017-06-18,2630.06,2665.0,2460.62,2516.98,9424.23118056,24023680.6646,2549.13957482
2017-06-17,2484.68,2674.4,2420.53,2630.0,11142.9851856,28569796.4066,2563.92662566
2017-06-16,2424.96,2540.0,2307.66,2484.68,13802.3932998,33831741.3431,2451.15036271
2017-06-15,2451.42,2516.2,2120.0,2424.91,36751.0913082,84952914.5602,2311.57529032
2017-06-14,2705.99,2801.0,2320.0,2450.0,29478.8202839,76114991.857,2582.02299562
2017-06-13,2656.97,2783.62,2638.62,2703.02,16275.8344125,44217458.2013,2716.75522622
2017-06-12,2954.23,2980.0,2480.03,2667.06,31534.9460555,85799286.223,2720.76844755
2017-06-11,2899.01,2967.46,2861.53,2954.22,6830.60683981,19889995.6813,2911.89291783
2017-06-10,2818.0,2912.98,2800.0,2899.99,9593.36119146,27434766.1166,2859.76578689
2017-06-09,2805.46,2868.23,2780.43,2822.32,8036.31356941,22701156.2423,2824.82210858
2017-06-08,2680.24,2815.0,2613.13,2806.0,13251.4054491,36430027.3017,2749.14441654
2017-06-07,2875.71,2893.28,2612.5,2683.03,16967.0435357,47205426.4401,2782.18337453
2017-06-06,2698.0,2933.0,2689.4,2880.74,26695.6708176,75249106.7769,2818.77564685
2017-06-05,2530.27,2699.35,2525.28,2698.0,12221.444806,31919212.3172,2611.73804111
2017-06-04,2538.1,2569.0,2460.0,2530.27,8828.62494281,22263365.0539,2521.72509288
2017-06-03,2488.94,2584.34,2445.0,2540.94,10810.5846892,27295110.6448,2524.85054503
2017-06-02,2413.58,2489.0,2370.03,2488.94,12428.7005943,30186115.4552,2428.74266913
2017-06-01,2298.01,2456.39,2296.81,2413.63,18401.6636012,43990417.8713,2390.56744132
2017-05-31,2201.7,2334.0,2154.28,2298.01,16279.2924315,36862481.1261,2264.37858286
2017-05-30,2290.18,2339.08,2160.0,2203.51,13888.850973,31434633.5759,2263.29979615
2017-05-29,2172.54,2350.0,2110.0,2292.1,12129.2780859,27376000.7138,2257.01814403
2017-05-28,2042.89,2313.96,2041.48,2178.81,15375.2181261,33655092.7193,2188.91806564
2017-05-27,2280.7,2339.94,1850.0,2042.0,26216.2751269,54113571.7812,2064.12129562
2017-05-26,2277.01,2599.12,2060.0,2279.82,28326.8220144,66466402.5824,2346.41226427
2017-05-25,2420.29,2760.1,2221.0,2292.53,32964.7614259,83028907.0488,2518.71706202
2017-05-24,2265.9,2481.75,2264.64,2420.29,22144.5982011,52782234.6848,2383.52641152
2017-05-23,2088.76,2275.0,2088.45,2264.23,14138.9196683,31139771.5235,2202.41519536
2017-05-22,2017.55,2230.34,2001.0,2099.97,16338.5354063,34535101.5331,2113.72076347
2017-05-21,2013.99,2063.11,1961.52,2017.55,6755.83436855,13647083.7418,2020.044157
2017-05-20,1959.09,2021.0,1914.0,2013.99,12309.9474735,24248476.4862,1969.82777857
2017-05-19,1879.0,1969.99,1874.99,1958.0,14124.6183149,27218796.9176,1927.0465446
2017-05-18,1779.0,1881.8,1766.33,1878.99,11916.1233907,21766168.1252,1826.61486555
2017-05-17,1700.01,1840.42,1670.01,1782.99,17797.3185241,31598676.8747,1775.47403177
2017-05-16,1706.07,1750.0,1641.22,1700.01,16554.0885802,28255380.0189,1706.85204939
2017-05-15,1782.3,1784.0,1682.56,1705.48,13316.8021781,22951575.7929,1723.50504917
2017-05-14,1776.8,1815.0,1753.0,1784.0,4816.73208815,8585557.3932,1782.44445323
2017-05-13,1690.33,1785.82,1601.46,1776.89,10532.2345134,17797259.4555,1689.78951549
2017-05-12,1830.85,1832.0,1650.0,1691.51,17062.8446277,29856372.5419,1749.78868959
2017-05-11,1774.52,1892.0,1745.01,1828.45,14740.2193264,26997283.1085,1831.53876552
2017-05-10,1720.26,1794.21,1682.0,1772.58,11265.3786383,19697560.663,1748.50409342
2017-05-09,1649.55,1760.4,1616.05,1720.28,16807.7332323,28741490.6425,1710.01587456
2017-05-08,1554.38,1653.97,1554.38,1649.54,19262.3535263,30652223.0569,1591.30207091
2017-05-07,1554.04,1565.0,1525.0,1554.01,7667.78585113,11809645.3343,1540.16368788
2017-05-06,1515.39,1578.97,1505.0,1558.02,7901.1428401,12179087.2645,1541.43362688
2017-05-05,1537.36,1609.0,1495.0,1514.9,15603.6843662,24257672.4976,1554.6118422
2017-05-04,1503.25,1623.01,1444.94,1537.23,19548.5297367,30115422.5808,1540.5466798
2017-05-03,1447.75,1516.04,1431.02,1503.22,11077.5894872,16380266.8432,1478.6851293
2017-05-02,1390.86,1481.73,1388.0,1447.75,8920.68985793,12836209.7667,1438.92568525
2017-05-01,1348.88,1425.0,1341.22,1390.86,8604.41493207,11923132.2236,1385.69935525
2017-04-30,1336.77,1356.0,1315.68,1350.21,3536.1758111,4718587.8143,1334.37590956
2017-04-29,1333.93,1342.8,1316.0,1333.0,3927.45061482,5226089.44667,1330.65694752
2017-04-28,1331.0,1347.02,1299.0,1330.7,8234.2755437,10882526.4003,1321.61309669
2017-04-27,1287.92,1342.02,1285.0,1331.53,6669.98746832,8810060.90602,1320.85119318
2017-04-26,1271.4,1330.0,1265.0,1287.99,8707.63904245,11266221.1625,1293.83189951
2017-04-25,1253.57,1280.0,1251.07,1269.0,5249.77353318,6651231.26536,1266.95584549
2017-04-24,1242.0,1254.0,1234.0,1253.58,3048.68890003,3788507.31897,1242.66773134
2017-04-23,1231.85,1248.99,1223.42,1241.99,2604.72196524,3219987.14271,1236.21145968
2017-04-22,1243.6,1247.15,1199.0,1233.2,4173.28321472,5126960.21473,1228.51959739
2017-04-21,1234.93,1252.32,1231.65,1243.61,5023.0385204,6236859.58189,1241.65075712
2017-04-20,1203.98,1243.88,1201.66,1234.19,5972.93539154,7302307.33493,1222.56593387
2017-04-19,1202.59,1209.99,1190.0,1203.98,6046.51943656,7247878.76326,1198.6860936
2017-04-18,1176.59,1210.0,1175.95,1202.58,5514.18240451,6636782.79318,1203.5841955
2017-04-17,1162.31,1192.5,1161.0,1176.54,3568.82507477,4210491.80989,1179.79775463
2017-04-16,1171.0,1179.3,1150.0,1162.31,2663.99028304,3094769.46377,1161.70448649
2017-04-15,1169.53,1192.5,1165.0,1173.45,1804.4507968,2128067.8193,1179.34377766
2017-04-14,1172.56,1193.0,1142.0,1170.34,8982.76789635,10475652.876,1166.19431749
2017-04-13,1212.16,1219.45,1141.0,1172.91,7135.3029565,8410788.79182,1178.75706793
2017-04-12,1218.99,1224.57,1208.0,1212.17,3475.19462571,4224875.80271,1215.72350839
2017-04-11,1209.99,1229.0,1198.02,1218.99,3487.75310814,4229830.76308,1212.76668157
2017-04-10,1205.2,1219.71,1195.0,1209.25,3656.81631296,4416613.86693,1207.77569584
2017-04-09,1184.05,1216.87,1173.98,1206.2,4817.42424874,5764973.9073,1196.69217607
2017-04-08,1190.66,1197.3,1166.66,1184.03,2720.79822734,3224244.36142,1185.03618865
2017-04-07,1190.72,1202.0,1176.0,1190.66,5450.27271426,6486716.49642,1190.16365538
2017-04-06,1134.86,1201.37,1134.36,1190.85,9134.29559762,10690571.4343,1170.3772141
2017-04-05,1143.0,1145.0,1111.0,1134.58,5588.97640824,6299621.44774,1127.15119685
2017-04-04,1146.42,1162.93,1118.85,1143.0,7420.8662382,8471842.70357,1141.6244993
2017-04-03,1076.59,1152.0,1076.19,1144.77,11076.8627306,12487637.6295,1127.36231668
2017-04-02,1083.95,1100.0,1066.49,1078.01,7639.89621671,8274688.32292,1083.08910072
2017-04-01,1071.34,1097.0,1061.64,1083.94,5209.12836262,5617315.77457,1078.36002178
2017-03-31,1033.79,1081.0,1031.43,1070.31,12058.7880946,12711331.6219,1054.11352469
2017-03-30,1037.29,1050.17,1017.14,1033.7,8645.37787081,8919386.17864,1031.69419682
2017-03-29,1042.83,1059.43,1008.16,1035.96,9379.71932021,9675900.39778,1031.57675272
2017-03-28,1039.09,1068.26,1014.9,1043.99,9115.51712488,9538479.5453,1046.40026612
2017-03-27,959.08,1043.0,952.95,1039.92,8687.08711524,8753826.09167,1007.68254946
2017-03-26,956.02,997.0,937.52,960.0,9012.91765111,8743359.97321,970.092073584
